PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,POBLACION,DISTANCIA
CATAMARCA,SANTA MARÍA,FAMATANCA,45,0,0,0,0,0,0,0,589,1129.84
CATAMARCA,SANTA MARÍA,LAS MOJARRAS,47,0,0,107,0,0,0,0,959,1138.3
CATAMARCA,SANTA MARÍA,LORO HUASI,107,0,0,95,0,0,0,0,1547,1133.99
CATAMARCA,SANTA ROSA,ALIJILÁN,0,0,0,0,0,2,0,0,1396,977.28
CATAMARCA,SANTA ROSA,BAÑADO DE OVANTA,0,0,0,0,0,1,0,0,1096,971.63
CATAMARCA,SANTA ROSA,LAVALLE,0,0,0,0,0,1,0,0,792,951.59
CATAMARCA,SANTA ROSA,LOS ALTOS,0,0,0,0,0,1,0,6,4490,988.38
CATAMARCA,TINOGASTA,FIAMBALÁ,0,0,0,8,0,2,0,7,4693,1160.75
CATAMARCA,TINOGASTA,TINOGASTA,434,0,0,1828,0,2,0,0,11485,1130.71
CATAMARCA,VALLE VIEJO,EL PORTEZUELO,0,0,0,0,0,6,0,0,410,961.78
CATAMARCA,VALLE VIEJO,SAN ISIDRO,0,0,0,2610,0,0,0,5,25674,969.85
CATAMARCA,VALLE VIEJO,SANTA ROSA,0,0,0,759,0,0,0,5,0,969.27
CATAMARCA,VALLE VIEJO,VILLA DOLORES,0,0,0,103,0,0,0,5,0,970.69
CATAMARCA,VALLE VIEJO,SUMALAO,0,0,0,1,0,0,0,5,0,969.66
CATAMARCA,VALLE VIEJO,POLCOS,0,0,0,213,0,0,0,0,0,971.42
CATAMARCA,VALLE VIEJO,POZO DEL MISTOL,0,0,0,18,0,0,0,0,0,968.5
CATAMARCA,VALLE VIEJO,EL BAÑADO,0,0,0,7,0,0,0,0,0,968.72
CATAMARCA,FRAY MAMERTO ESQUIÚ,SAN ANTONIO,0,0,0,4,0,0,0,0,0,971.25
CATAMARCA,FRAY MAMERTO ESQUIÚ,VILLA LAS PIRQUITAS,0,0,0,0,0,1,0,0,740,985.1
CATAMARCA,FRAY MAMERTO ESQUIÚ,LA CARRERA,0,0,0,0,0,1,0,0,0,977.45
CATAMARCA,FRAY MAMERTO ESQUIÚ,EL HUECO,0,0,0,26,0,0,0,0,0,972.9
CATAMARCA,FRAY MAMERTO ESQUIÚ,LA FALDA DE SAN ANTONIO,0,0,0,0,0,0,0,5,0,971.07
CATAMARCA,FRAY MAMERTO ESQUIÚ,LA TERCENA,0,0,0,0,0,0,0,5,0,975.45
CHACO,12 DE OCTUBRE,GANCEDO,0,0,0,26,0,2,0,119,4284,846.27
CHACO,12 DE OCTUBRE,GENERAL PINEDO,119,0,0,632,0,2,0,1,13042,850.73
CHACO,12 DE OCTUBRE,GENERAL CAPDEVILA,0,0,0,35,0,0,0,0,405,846.56
CHACO,1º DE MAYO,COLONIA BENÍTEZ,115,0,0,11,0,1,0,2,2212,806.92
CHACO,1º DE MAYO,MARGARITA BELÉN,221,0,0,0,0,0,0,261,5701,814.74
CHACO,2 DE ABRIL,HERMOSO CAMPO,0,28,0,244,0,1,0,0,5011,822.61
CHACO,2 DE ABRIL,ITÍN,0,0,0,52,478,0,0,0,441,834.88
CHACO,25 DE MAYO,COLONIA ABORIGEN,0,0,0,0,0,0,0,59,1272,863.4
CHACO,25 DE MAYO,MACHAGAI,214,432,0,45,0,0,0,226,21997,864.09
CHACO,9 DE JULIO,LAS BREÑAS,786,0,0,233,0,1,0,0,22953,870.11
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,0,0,0,44,0,2,0,230,5309,918.66
CHACO,ALMIRANTE BROWN,LOS FRENTONES,0,0,0,344,0,1,0,0,5520,951.93
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,0,0,0,1375,0,5,0,190,9063,934.86
CHACO,ALMIRANTE BROWN,TACO POZO,0,0,0,416,0,3,0,0,7813,1099.38
CHACO,BERMEJO,GENERAL VEDIA,98,0,0,30,0,1,0,155,1751,849.68
CHACO,BERMEJO,ISLA DEL CERRITO,0,0,0,0,0,1,0,0,1758,809.8
CHACO,BERMEJO,LA LEONESA,379,0,0,0,0,0,0,228,8823,838.36
CHACO,BERMEJO,LAS PALMAS,0,0,0,46,0,1,0,296,4914,837.17
CHACO,BERMEJO,PUERTO BERMEJO NUEVO,0,0,0,14,0,0,0,78,1733,852.52
CHACO,BERMEJO,PUERTO EVA PERÓN,0,0,0,15,0,1,0,41,609,880.01
CHACO,CHACABUCO,CHARATA,988,0,0,3765,0,2,0,230,26497,859.18
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,1512,5,0,7851,24,2,0,116,89882,886.53
CHACO,FRAY JUSTO SANTA MARÍA DE ORO,CHOROTIS,0,0,0,0,25,0,0,0,941,792.25
CHACO,FRAY JUSTO SANTA MARÍA DE ORO,SANTA SYLVINA,0,32,0,0,950,1,0,0,7340,792.33
CHACO,GENERAL BELGRANO,CORZUELA,76,0,0,183,0,1,0,28,10335,881.26
CHACO,GENERAL DONOVAN,LA ESCONDIDA,35,311,0,180,0,2,0,0,3261,835.94
CHACO,GENERAL DONOVAN,LA VERDE,10,142,0,58,305,2,0,0,2717,832.7
CHACO,GENERAL DONOVAN,LAPACHITO,1,90,0,45,0,0,0,0,888,829.63
CHACO,GENERAL DONOVAN,MAKALLÉ,25,502,0,0,0,1,0,0,4322,822.76
CHACO,GENERAL GÜEMES,EL ESPINILLO,0,0,0,0,0,1,0,0,1261,1035.91
CHACO,GENERAL GÜEMES,EL SAUZAL,0,0,0,0,0,1,0,62,715,1151.43
CHACO,GENERAL GÜEMES,EL SAUZALITO,0,0,0,0,0,1,0,120,3374,1170.45
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,0,0,0,0,0,0,0,36,687,1000.77
CHACO,GENERAL GÜEMES,FUERTE ESPERANZA,0,0,0,8,0,1,0,0,1376,1097.64
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,385,0,0,294,0,0,0,646,27201,981.8
CHACO,GENERAL GÜEMES,MIRAFLORES,0,0,0,0,0,0,0,712,4737,1021.14
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,0,0,0,1,0,4,0,308,2259,1111.74
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,3,0,0,194,0,2,0,222,3752,1008.68
CHACO,GENERAL GÜEMES,WICHI,0,0,0,0,0,1,0,91,773,1136.45
CHACO,INDEPENDENCIA,AVIA TERAI,57,0,0,42,0,1,0,1,6203,903.87
CHACO,INDEPENDENCIA,CAMPO LARGO,88,0,0,482,3,0,0,0,9069,894.3
CHACO,LIBERTAD,LAGUNA BLANCA,0,0,0,0,0,2,0,6,547,817.2
CHACO,LIBERTAD,PUERTO TIROL,395,1,0,375,0,0,0,73,8819,803.06
CHACO,LIBERTAD,COLONIA POPULAR,0,0,0,0,0,0,0,5,191,814.43
CHACO,LIBERTADOR GENERAL SAN MARTÍN,CIERVO PETISO,0,0,0,0,46,1,0,0,786,896.16
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,94,315,0,5985,0,0,0,450,28124,898.19
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LA EDUVIGIS,0,0,0,0,0,1,0,0,392,862.39
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LAGUNA LIMPIA,0,0,0,0,0,0,0,81,1207,906.11
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA ALMIRÓN,0,0,0,26,0,0,0,27,1278,877.81
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,0,0,0,25,0,2,0,515,9204,958.8
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,0,0,0,358,0,2,0,119,4201,944.46
CHACO,MAIPÚ,TRES ISLETAS,232,0,0,0,0,0,0,57,16976,935.69
CHACO,MAYOR LUIS J. FONTANA,CORONEL DU GRATY,122,73,0,264,0,1,0,516,7509,801.88
CHACO,MAYOR LUIS J. FONTANA,ENRIQUE URIÉN,0,0,0,37,0,0,0,0,515,805.27
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,782,5,0,5275,0,0,0,402,41403,807.74
CHACO,O HIGGINS,LA CLOTILDE,0,32,0,78,116,1,0,0,3382,848.84
CHACO,O HIGGINS,LA TIGRA,0,0,0,0,252,1,0,0,2866,854.61
CHACO,O HIGGINS,SAN BERNARDO,147,0,0,14,38,3,0,0,9379,838.76
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,119,598,0,58,0,0,0,1,9642,852.71
CHACO,QUITILIPI,QUITILIPI,516,0,0,69,0,0,0,125,24517,873.23
CHACO,QUITILIPI,VILLA EL PALMAR,0,0,0,0,0,0,0,99,879,917.97
CHACO,SAN FERNANDO,BARRANQUERAS,115,3773,0,147,0,0,0,15,54698,789.4
CHACO,SAN FERNANDO,BASAIL,64,67,0,0,0,1,0,57,1929,747.97
CHACO,SAN FERNANDO,FONTANA,0,0,0,179,0,0,0,147,32027,798.0
CHACO,SAN FERNANDO,PUERTO VILELAS,0,0,0,9,0,1,0,1,8278,786.9
CHACO,SAN FERNANDO,RESISTENCIA,3645,52523,5,34439,10002,6,0,193,290723,793.69
CHACO,SAN LORENZO,SAMUHÚ,0,0,0,0,0,1,0,0,1251,806.2
CHACO,SAN LORENZO,VILLA BERTHET,0,0,0,32,0,1,0,898,10224,831.89
CHACO,SARGENTO CABRAL,CAPITÁN SOLARI,0,0,0,81,0,0,0,30,1888,870.61
CHACO,SARGENTO CABRAL,COLONIA ELISA,0,0,0,0,0,2,0,0,3471,856.08
CHACO,SARGENTO CABRAL,COLONIAS UNIDAS,0,0,0,320,0,0,0,15,3282,883.02
CHACO,SARGENTO CABRAL,LAS GARCITAS,0,0,0,0,0,1,0,114,3711,894.26
CHACO,TAPENAGÁ,CHARADAI,0,0,0,27,0,1,0,0,1519,781.36
CHUBUT,BIEDMA,ARROYO VERDE,0,0,0,0,0,1,0,0,59,1021.41
CHUBUT,BIEDMA,PUERTO MADRYN,2850,25467,187,3783,5815,9,0,2756,81315,1075.18
CHUBUT,BIEDMA,PUERTO PIRÁMIDE,0,0,0,0,0,1,0,106,565,1024.44
CHUBUT,BIEDMA,QUINTA EL MIRADOR,0,0,0,0,0,0,0,22,626,1080.79
CHUBUT,BIEDMA,RESERVA AREA PROTEGIDA EL DORADILLO,0,0,0,0,0,0,0,127,54,1066.21
CHUBUT,CUSHAMEN,CHOLILA,0,0,1,0,0,1,0,0,1658,1432.25
CHUBUT,CUSHAMEN,EL HOYO,139,0,0,685,0,0,0,673,1477,1411.5
CHUBUT,CUSHAMEN,EPUYÉN,1184,0,0,0,0,0,0,0,1038,1410.8
CHUBUT,CUSHAMEN,GUALJAINA,0,0,0,0,0,2,0,0,1183,1386.03
CHUBUT,CUSHAMEN,LAGO PUELO,267,0,0,180,0,0,0,720,3129,1416.9
CHUBUT,CUSHAMEN,LELEQUE,0,0,0,0,0,2,0,0,116,1402.24
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,11887,15539,234,9008,163,37,0,16630,175196,1473.53
CHUBUT,ESCALANTE,DIADEMA ARGENTINA,0,0,0,0,0,0,0,328,1317,1471.84
CHUBUT,ESCALANTE,RADA TILLY,910,0,33,1206,20,0,0,418,9098,1480.35
CHUBUT,ESCALANTE,ACCESO NORTE,0,0,0,0,0,47,0,49,0,1463.54
CHUBUT,FLORENTINO AMEGHINO,CAMARONES,0,0,0,0,0,1,0,208,1296,1295.35
CHUBUT,FLORENTINO AMEGHINO,GARAYALDE,0,0,0,0,0,0,0,3,18,1322.86
CHUBUT,FUTALEUFÚ,CORCOVADO,0,0,1,0,0,2,0,0,1820,1500.63
CHUBUT,FUTALEUFÚ,ESQUEL,3136,1711,38,1,1,3,0,4047,32343,1449.84
CHUBUT,FUTALEUFÚ,LOS CIPRESES,0,0,0,0,0,2,0,0,179,1488.73
CHUBUT,FUTALEUFÚ,TREVELÍN,425,0,18,0,0,1,0,1075,6353,1471.05
CHUBUT,FUTALEUFÚ,ALDEA ESCOLAR,0,0,0,0,0,2,0,0,359,1479.08
CHUBUT,GAIMAN,28 DE JULIO,0,0,0,12,1,1,0,0,237,1169.3
CHUBUT,GAIMAN,DOLAVON,0,0,3,55,336,1,0,0,2887,1156.71
CHUBUT,GAIMAN,GAIMAN,180,0,14,90,848,2,0,0,4730,1144.81
CHUBUT,GASTRE,BLANCUNTRE,0,0,0,0,0,1,0,0,82,1271.99
CHUBUT,GASTRE,EL ESCORIAL,0,0,0,0,0,1,0,0,89,1290.04
CHUBUT,GASTRE,LAGUNITA SALADA,0,0,0,0,0,1,0,38,129,1299.45
CHUBUT,GASTRE,YALA LAUBAT,0,0,0,0,0,1,0,0,37,1283.89
CHUBUT,GASTRE,GASTRE,0,0,0,0,0,0,0,147,602,1269.46
CHUBUT,LANGUIÑEO,ALDEA EPULEF,0,0,0,0,0,1,0,8,247,1369.22
CHUBUT,LANGUIÑEO,CARRENLEUFÚ,0,0,0,0,0,2,0,0,317,1518.94
CHUBUT,LANGUIÑEO,COLAN CONHUE,0,0,0,0,0,1,0,8,262,1383.3
CHUBUT,LANGUIÑEO,PASO DEL SAPO,0,0,0,0,0,1,0,88,472,1327.34
CHUBUT,LANGUIÑEO,TECKA,0,0,0,0,0,1,0,0,1237,1456.13
CHUBUT,MÁRTIRES,EL MIRASOL,0,0,0,0,0,1,0,0,57,1259.48
CHUBUT,MÁRTIRES,LAS PLUMAS,0,0,0,0,0,1,0,0,480,1270.76
CHUBUT,PASO DE INDIOS,CERRO CÓNDOR,0,1,0,0,0,1,0,0,67,1350.43
CHUBUT,PASO DE INDIOS,LOS ALTARES,0,0,0,0,0,1,0,1,230,1343.92
CHUBUT,PASO DE INDIOS,PASO DE INDIOS,0,0,0,0,0,1,0,0,1264,1377.81
CHUBUT,RAWSON,PLAYA UNIÓN,536,202,11,101,0,0,0,421,6775,1127.97
CHUBUT,RAWSON,RAWSON,1418,8686,41,774,300,1,0,508,24616,1128.11
CHUBUT,RAWSON,TRELEW,1493,23892,274,9284,1421,2,0,1289,97915,1132.8
CHUBUT,RAWSON,PLAYA MAGAGNA,0,1700,0,0,0,0,0,3,76,1133.49
CHUBUT,RÍO SENGUER,ALDEA APELEG,0,0,0,0,0,1,0,1,126,1545.88
CHUBUT,RÍO SENGUER,ALDEA BELEIRO,0,0,0,0,0,1,0,0,176,1649.29
CHUBUT,RÍO SENGUER,ALTO RÍO SENGUER,0,0,1,0,0,3,0,1,1570,1570.52
CHUBUT,RÍO SENGUER,DOCTOR RICARDO ROJAS,0,0,0,0,0,1,0,0,219,1623.82
CHUBUT,RÍO SENGUER,FACUNDO,0,0,0,0,0,1,0,41,185,1544.86
CHUBUT,RÍO SENGUER,LAGO BLANCO,0,0,0,0,0,1,0,0,194,1664.93
CHUBUT,RÍO SENGUER,RÍO MAYO,140,0,0,4,0,2,0,621,2791,1590.56
CHUBUT,SARMIENTO,BUEN PASTO,0,0,0,0,0,1,0,0,105,1497.53
CHUBUT,SARMIENTO,SARMIENTO,1741,1,0,1173,0,1,0,270,10858,1520.59
CHUBUT,TEHUELCHES,GOBERNADOR COSTA,0,0,1,0,0,0,0,0,2251,1482.81
CHUBUT,TEHUELCHES,JOSÉ DE SAN MARTÍN,0,0,0,0,0,1,0,0,1612,1475.24
CHUBUT,TEHUELCHES,RÍO PICO,0,0,0,0,0,2,0,0,1055,1539.14
CHUBUT,TELSEN,GAN GAN,0,0,0,0,1,1,0,156,661,1229.77
CHUBUT,TELSEN,TELSEN,0,18,0,0,0,4,0,104,544,1145.11
CORDOBA,CALAMUCHITA,AMBOY,0,0,0,0,0,0,0,174,183,630.41
CORDOBA,CALAMUCHITA,CAÑADA DEL SAUCE,1,0,0,0,0,0,0,0,61,626.73
CORDOBA,CALAMUCHITA,CAPILLA VIEJA,0,0,0,0,0,0,0,20,68,645.82
CORDOBA,CALAMUCHITA,EL CORCOVADO - EL TORREÓN,52,0,0,0,0,0,0,30,417,625.44
CORDOBA,CALAMUCHITA,EMBALSE,0,0,0,1538,0,1,0,1937,8793,614.1
CORDOBA,CALAMUCHITA,LA CRUZ,9,0,0,0,0,0,0,394,1363,616.26
CORDOBA,CALAMUCHITA,LA CUMBRECITA,0,0,0,0,0,0,0,250,549,661.36
CORDOBA,CALAMUCHITA,LAS BAJADAS,0,0,0,0,0,0,0,27,141,614.03
CORDOBA,CALAMUCHITA,LOS CÓNDORES,423,0,0,0,0,1,0,511,2879,598.33
CORDOBA,CALAMUCHITA,LOS MOLINOS,0,0,0,0,0,0,0,50,260,630.85
CORDOBA,CALAMUCHITA,LOS REARTES,24,0,0,547,0,1,0,622,1192,643.61
CORDOBA,CALAMUCHITA,SAN AGUSTÍN,110,0,0,0,0,0,0,1,3317,623.89
CORDOBA,CALAMUCHITA,SAN IGNACIO (LOTEO SAN JAVIER),0,0,0,0,0,0,0,19,140,625.82
CORDOBA,CALAMUCHITA,SANTA ROSA DE CALAMUCHITA,668,1805,0,279,0,0,0,3438,12395,632.54
CORDOBA,CALAMUCHITA,VILLA ALPINA,0,0,0,0,0,0,0,5,154,661.58
CORDOBA,CALAMUCHITA,VILLA AMANCAY,0,0,0,0,0,0,0,229,426,629.38
CORDOBA,CALAMUCHITA,VILLA BERNA,32,0,0,0,0,0,0,15,135,658.25
CORDOBA,CALAMUCHITA,VILLA CIUDAD PARQUE LOS REARTES (1A. SECCIÓN),0,0,0,0,0,0,0,253,506,641.73
CORDOBA,CALAMUCHITA,VILLA DEL DIQUE,555,0,0,256,128,0,0,968,3236,620.67
CORDOBA,CALAMUCHITA,VILLA GENERAL BELGRANO,0,254,0,0,1,1,0,1257,7795,639.12
CORDOBA,CALAMUCHITA,VILLA QUILLINZO,0,0,0,0,0,0,0,141,54,622.64
CORDOBA,CALAMUCHITA,VILLA RUMIPAL,0,0,0,46,0,0,0,980,2246,621.56
CORDOBA,CALAMUCHITA,VILLA SAN MIGUEL,0,0,0,0,0,0,0,5,0,630.53
CORDOBA,CALAMUCHITA,VILLA YACANTO,0,0,0,0,0,0,0,135,1097,648.95
CORDOBA,CALAMUCHITA,LAS CALERAS,0,0,0,0,0,0,0,7,192,615.18
CORDOBA,CALAMUCHITA,SEGUNDA USINA,0,0,0,0,0,0,0,69,118,614.36
CORDOBA,CALAMUCHITA,RÍO DE LOS SAUCES,0,0,0,0,0,0,0,2,1001,614.78
CORDOBA,CALAMUCHITA,VILLA CIUDAD PARQUE LOS REARTES,0,497,0,0,0,0,0,160,0,641.73
CORDOBA,CALAMUCHITA,SANTA MONICA,0,0,0,0,0,0,0,106,0,636.18
CORDOBA,CALAMUCHITA,SAN IGNACIO (LOTEO VÉLEZ CRESPO),0,0,0,0,0,0,0,9,0,625.95
CORDOBA,CAPITAL,CÓRDOBA,28677,206084,42,281390,1218,11,0,4356,1317298,641.76
CORDOBA,COLÓN,AGUA DE ORO,370,0,0,65,0,0,0,65,1918,673.59
CORDOBA,COLÓN,ASCOCHINGA,117,0,0,1,0,0,0,0,394,678.74
CORDOBA,COLÓN,COLONIA CAROYA,720,578,0,6933,0,0,0,41,16168,659.12
CORDOBA,COLÓN,EL MANZANO,125,0,0,0,0,0,0,20,892,672.34
CORDOBA,COLÓN,GENERAL PAZ,152,0,0,0,0,0,0,0,1925,656.76
CORDOBA,COLÓN,JESÚS MARÍA,769,3926,0,7439,0,0,0,19,31602,663.78
CORDOBA,COLÓN,LA CALERA,1055,7664,0,963,316,1,0,496,31972,658.15
CORDOBA,COLÓN,LA GRANJA,386,0,0,0,0,0,0,26,2456,674.57
CORDOBA,COLÓN,LOS MOLLES,0,0,0,0,0,2,0,0,264,671.07
CORDOBA,COLÓN,MALVINAS ARGENTINAS,347,0,0,0,0,0,0,229,12187,634.4
CORDOBA,COLÓN,MENDIOLAZA,810,3064,0,782,2,0,0,195,10271,660.73
CORDOBA,COLÓN,PAJAS BLANCAS,0,0,0,0,0,0,0,19,96,661.81
CORDOBA,COLÓN,RÍO CEBALLOS,1057,6364,0,16,1,1,0,444,19688,666.94
CORDOBA,COLÓN,SALDÁN,11,3904,0,29,0,0,0,270,10605,658.18
CORDOBA,COLÓN,SALSIPUEDES,891,568,0,505,0,1,0,387,9612,667.85
CORDOBA,COLÓN,UNQUILLO,1991,963,0,1032,0,0,0,603,18086,663.84
CORDOBA,COLÓN,VILLA ALLENDE,1,7320,0,1532,5,0,0,345,25738,658.2
CORDOBA,COLÓN,VILLA CERRO AZUL,75,0,0,0,0,0,0,20,253,674.62
CORDOBA,COLÓN,VILLA EL FACHINAL - PARQUE NORTE - GUIÑAZÚ NORTE,594,0,0,0,0,1,0,0,5710,648.18
CORDOBA,COLÓN,VILLA LOS LLANOS - JUÁREZ CELMAN,256,0,0,499,0,0,0,360,5973,649.25
CORDOBA,COLÓN,MI GRANJA,0,0,0,4,0,0,0,0,1739,631.65
CORDOBA,CRUZ DEL EJE,ALTO DE LOS QUEBRACHOS,0,0,0,0,6,0,0,1,161,764.88
CORDOBA,CRUZ DEL EJE,BAÑADO DE SOTO,0,0,0,0,0,0,0,8,466,747.76
CORDOBA,CRUZ DEL EJE,CRUZ DE CAÑA,0,0,0,0,0,0,0,2,130,723.13
CORDOBA,CRUZ DEL EJE,CRUZ DEL EJE,801,1733,0,4,0,0,0,575,30680,735.12
CORDOBA,CRUZ DEL EJE,EL BRETE,0,0,0,1,0,0,0,65,1749,743.2
CORDOBA,CRUZ DEL EJE,GUANACO MUERTO,0,0,0,0,0,0,0,17,320,770.69
CORDOBA,CRUZ DEL EJE,LA BANDA,0,0,0,0,0,1,0,0,560,720.09
CORDOBA,CRUZ DEL EJE,LA BATEA,0,0,0,0,0,0,0,1,96,800.95
CORDOBA,CRUZ DEL EJE,LA HIGUERA,6,0,0,0,0,0,0,2,404,738.96
CORDOBA,CRUZ DEL EJE,LAS PLAYAS,0,0,0,1,0,0,0,176,937,740.58
CORDOBA,CRUZ DEL EJE,LOS CHAÑARITOS,0,0,0,1,0,0,0,9,311,755.36
CORDOBA,CRUZ DEL EJE,MEDIA NARANJA,0,0,0,0,0,0,0,60,800,752.7
CORDOBA,CRUZ DEL EJE,PASO VIEJO,63,0,0,0,0,0,0,54,1033,761.16
CORDOBA,CRUZ DEL EJE,SAN MARCOS SIERRA,0,16,0,585,0,0,0,180,943,718.96
CORDOBA,CRUZ DEL EJE,SERREZUELA,87,0,0,10,0,0,0,2,2441,784.68
CORDOBA,CRUZ DEL EJE,TUCLAME,0,0,0,0,0,0,0,13,907,766.43
CORDOBA,CRUZ DEL EJE,VILLA DE SOTO,347,0,0,495,0,2,0,318,9628,740.64
CORDOBA,CRUZ DEL EJE,CANTERAS QUILPO,0,0,0,0,0,0,0,2,216,715.9
CORDOBA,GENERAL ROCA,DEL CAMPILLO,608,0,0,678,0,1,0,0,3412,556.93
CORDOBA,GENERAL ROCA,HIPÓLITO BOUCHARD,0,0,0,0,0,1,0,0,1778,465.43
CORDOBA,GENERAL ROCA,HUINCA RENANCÓ,572,0,0,1296,0,0,0,1097,9426,544.59
CORDOBA,GENERAL ROCA,ITALÓ,0,0,0,0,171,0,0,0,1090,490.51
CORDOBA,GENERAL ROCA,PINCÉN,0,0,0,0,9,0,0,0,254,502.91
CORDOBA,GENERAL ROCA,VILLA HUIDOBRO,0,789,8,2,0,1,0,1099,5656,563.83
CORDOBA,GENERAL ROCA,VILLA VALERIA,234,0,0,567,0,1,0,130,2978,595.97
CORDOBA,GENERAL ROCA,SANTA MAGDALENA (EST. JOVITA),0,1666,0,37,0,0,0,82,4740,505.45
CORDOBA,GENERAL ROCA,NICOLÁS BRUZZONE,0,0,0,0,0,0,0,91,209,542.19
CORDOBA,GENERAL SAN MARTÍN,ARROYO CABRAL,2,393,0,2,0,1,0,276,2654,516.35
CORDOBA,GENERAL SAN MARTÍN,AUSONIA,0,0,0,1,0,0,0,1,1046,494.49
CORDOBA,GENERAL SAN MARTÍN,CHAZÓN,0,426,0,0,0,0,0,0,1061,478.09
CORDOBA,GENERAL SAN MARTÍN,ETRURIA,15,1,0,0,2,1,0,0,4070,481.51
CORDOBA,GENERAL SAN MARTÍN,LA LAGUNA,524,0,0,0,0,0,0,0,1482,487.6
CORDOBA,GENERAL SAN MARTÍN,LA PLAYOSA,650,0,0,0,0,1,0,69,2672,508.91
CORDOBA,GENERAL SAN MARTÍN,PASCO,0,0,0,1,0,0,0,0,1178,498.4
CORDOBA,GENERAL SAN MARTÍN,SILVIO PELLICO,0,0,0,175,0,0,0,72,386,491.73
CORDOBA,GENERAL SAN MARTÍN,TICINO,0,778,0,7,0,2,0,0,2188,508.99
CORDOBA,GENERAL SAN MARTÍN,TÍO PUJIO,555,0,0,2,0,0,0,53,2655,523.46
CORDOBA,GENERAL SAN MARTÍN,VILLA MARÍA,1866,16763,0,12653,0,1,0,1187,79351,508.01
CORDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,488,2137,0,2679,1,1,0,414,18818,507.04
CORDOBA,GENERAL SAN MARTÍN,ARROYO ALGODÓN,159,0,0,1,0,0,0,226,677,512.97
CORDOBA,GENERAL SAN MARTÍN,LA PALESTINA,0,0,0,0,0,0,0,1,502,510.53
CORDOBA,ISCHILÍN,CHUÑA,0,0,0,0,0,2,0,102,550,742.39
CORDOBA,ISCHILÍN,COPACABANA,0,0,0,0,0,0,0,12,74,723.77
CORDOBA,ISCHILÍN,DEÁN FUNES,445,1253,0,1422,0,1,0,0,21211,722.37
CORDOBA,ISCHILÍN,ESQUINA DEL ALAMBRE,0,0,0,0,0,0,0,1,29,750.83
CORDOBA,ISCHILÍN,OLIVARES DE SAN NICOLÁS,0,0,0,0,0,0,0,1,541,745.96
CORDOBA,ISCHILÍN,QUILINO,132,0,0,65,0,0,0,0,4092,748.51
CORDOBA,ISCHILÍN,VILLA QUILINO,0,0,0,30,0,0,0,0,1003,747.13
CORDOBA,JUÁREZ CELMAN,ALEJANDRO ROCA (EST. ALEJANDRO),324,0,0,0,0,0,0,300,5298,506.91
CORDOBA,JUÁREZ CELMAN,BENGOLEA,0,0,0,269,0,0,0,0,915,514.53
CORDOBA,JUÁREZ CELMAN,CARNERILLO,66,0,0,726,1,1,0,195,1867,549.8
CORDOBA,JUÁREZ CELMAN,CHARRAS,0,0,0,1,0,0,0,12,1088,547.32
CORDOBA,JUÁREZ CELMAN,GENERAL CABRERA,457,0,0,1,0,0,0,0,11734,540.93
CORDOBA,JUÁREZ CELMAN,GENERAL DEHEZA,2,1328,0,3359,1,0,0,0,11061,535.8
CORDOBA,JUÁREZ CELMAN,HUANCHILLAS,0,0,0,11,0,0,0,0,1131,490.47
CORDOBA,JUÁREZ CELMAN,LA CARLOTA,647,0,0,0,0,0,0,0,12537,467.25
CORDOBA,JUÁREZ CELMAN,LOS CISNES,0,0,0,208,0,0,0,39,559,483.4
CORDOBA,JUÁREZ CELMAN,OLAETA,0,65,0,0,0,0,0,0,619,534.56
CORDOBA,JUÁREZ CELMAN,SANTA EUFEMIA,0,676,0,0,0,1,0,64,2401,474.69
CORDOBA,JUÁREZ CELMAN,UCACHA,85,2019,0,2,0,0,0,82,5136,500.06
CORDOBA,JUÁREZ CELMAN,VILLA REDUCCIÓN,0,0,0,0,0,0,0,232,1732,524.7
CORDOBA,MARCOS JUÁREZ,ALEJO LEDESMA,0,0,0,1,0,3,0,64,3299,401.68
CORDOBA,MARCOS JUÁREZ,ARIAS,388,0,0,0,0,0,0,0,7075,380.81
CORDOBA,MARCOS JUÁREZ,CAMILO ALDAO,1039,0,0,543,20,1,0,0,5197,375.62
